Machine_ID,Machine_Name,Platform,Platform_ID,OS,OS_Detail,Difficulty,Difficulty_Numeric,Attack_Category,Attack_Category_Detail,Vulnerability_Type,Kill_Chain_Stages,Skills_Required,Learning_Objectives,Estimated_Time,Estimated_Time_Hours,Attack_Path_Length,Entry_Point
125,Kuya 1,VulnHub,0,Linux,Web Server + SSH + WordPress + Network Analysis,Hard,3,Web Exploitation,Web Exploitation + Steganography + Packet Analysis + Credential Cracking + Privilege Escalation,Directory Enumeration → Steganography Extraction (steghide) → Encoding/Decoding (Base64 + Brainfuck) → PCAP Analysis (Wireshark) → File Extraction → Archive Password Cracking (7z + John) → SSH Key Cracking → SSH Login → Credential Extraction (WordPress config) → Privilege Escalation (Capabilities Abuse via tar) → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; Steganography; Encoding/Decoding; Packet Analysis; File Extraction; Archive Cracking; SSH Key Cracking; SSH Access; Credential Extraction; Capability Abuse; Privilege Escalation,Web Enumeration; Steganography; Encoding/Decoding; Network Traffic Analysis; Archive Cracking; SSH Key Cracking; Credential Extraction; Capability Abuse; Privilege Escalation,4-5 hours,4.5,13,"Web + Network + System Exploitation (HTTP, SSH, PCAP)"
126,Matrix 2,VulnHub,0,Linux,Web Server + Multiple HTTPS Services + System,Hard,3,Web Exploitation,Web Exploitation + File Inclusion + Steganography + Credential Chain + Privilege Escalation,Multi-Port Enumeration → Directory Discovery (robots.txt) → Local File Inclusion (POST request exploit) → Credential Extraction (/etc/passwd + .htpasswd) → Password Cracking (John) → Authenticated Access → Steganography Extraction (steghide) → Credential Reuse → Service Access → Remote Code Execution (Python exploit via Metasploit) → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Service Enumeration; Directory Bruteforce; Local File Inclusion; Credential Extraction; Hash Cracking; Steganography; Credential Reuse; Remote Code Execution; Exploit Usage; Privilege Escalation,Web Enumeration; Multi-Port Service Enumeration; Local File Inclusion; Credential Extraction; Hash Cracking; Steganography; Credential Reuse; Remote Code Execution; Privilege Escalation,4-5 hours,4.5,12,"Web + System + Multi-Service Exploitation (HTTP, HTTPS)"
127,W34kn3ss 1,VulnHub,0,Linux,Web Server + HTTPS + SSH,Hard,3,Web Exploitation,Web Exploitation + Credential Extraction + Cryptographic Analysis + Privilege Escalation,Directory Enumeration → Domain Discovery (/etc/hosts) → Directory Enumeration (Virtual Host) → Public Key Discovery → Base64 Decoding (SSH Key) → Cryptographic Key Cracking (OpenSSL exploit tool) → SSH Login (Key-based) → Binary File Analysis (Python .pyc) → Decompilation → Credential Extraction → Sudo Abuse → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; Virtual Host Discovery; File Discovery; Encoding/Decoding; Cryptographic Analysis; SSH Key Cracking; SSH Access; Binary Analysis; Decompilation; Credential Extraction; Sudo Abuse; Privilege Escalation,Web Enumeration; Virtual Host Discovery; Cryptographic Analysis; Encoding/Decoding; SSH Access; Decompilation; Credential Extraction; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + System + Crypto Exploitation (HTTP, HTTPS, SSH)"
128,Casino Royale 1,VulnHub,0,Linux,Web Server + FTP + Mail + SSH + Database,Hard,3,Web Exploitation,Web Exploitation + SQL Injection + XXE + Credential Chain + Privilege Escalation,Directory Enumeration → SQL Injection (SQLMap) → Credential Extraction (Database Dump) → Admin Panel Access → CSRF Exploitation → Mail Interaction (SMTP via Telnet) → Directory Discovery → XML External Entity Injection → Credential Extraction (/etc/passwd) → FTP Brute Force (Hydra) → FTP Access → File Upload (PHP Shell) → Reverse Shell → Credential Extraction (Config File) → SUID Exploitation (Custom Binary) → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Lateral Movement → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; SQL Injection; Credential Extraction; CSRF; SMTP Interaction; XXE Injection; FTP Brute Force; FTP Access; File Upload; Reverse Shell; Config Analysis; SUID Abuse; Privilege Escalation,Web Enumeration; SQL Injection; Credential Extraction; CSRF Exploitation; SMTP Interaction; XXE Injection; FTP Brute Force; File Upload; Reverse Shell; Config Analysis; SUID Exploitation; Privilege Escalation,5-6 hours,5.5,14,"Web + Network + System + Database Exploitation (HTTP, FTP, SMTP, SSH)"
129,unknowndevice64 1,VulnHub,0,Linux,Web Server + SSH,Medium,2,Web Exploitation,Web Exploitation + Steganography + Credential Extraction + Privilege Escalation,Source Code Analysis → Hidden File Discovery (Image Reference) → Steganography Extraction (steghide) → Encoding/Decoding (Brainfuck) → Credential Extraction → SSH Login → Restricted Shell Escape (vi editor) → Environment Variable Manipulation → Sudo Misconfiguration (Custom Binary - strace abuse) → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Source Code Analysis; File Discovery; Steganography; Encoding/Decoding; SSH Access; Shell Escape; Environment Manipulation; Sudo Abuse; Privilege Escalation,Web Enumeration; Hidden File Discovery; Steganography; Encoding/Decoding; SSH Access; Restricted Shell Escape; Environment Manipulation; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + System Exploitation (HTTP, SSH)"
130,HackInOS 1,VulnHub,0,Linux,Web Server + Docker + SSH + Database Network,Hard,3,Web Exploitation,Web Exploitation + File Upload Bypass + Pivoting + Credential Chain + Privilege Escalation,Directory Enumeration → Source Code Analysis → File Upload Bypass (GIF header) → Reverse Shell → TTY Upgrade → SUID Exploitation (tail reading /etc/shadow) → Password Cracking (John) → Credential Extraction → Pivoting (Metasploit autoroute) → Network Enumeration → MySQL Access → Credential Extraction (Database) → SSH Login → Docker Exploitation (Container Escape via Mount) → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Credential Access → Lateral Movement → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; Source Code Analysis; File Upload Bypass; Reverse Shell; TTY Shell Upgrade; SUID Abuse; Credential Extraction; Password Cracking; Pivoting; Network Enumeration; MySQL Access; Database Extraction; SSH Access; Docker Exploitation; Privilege Escalation,Web Enumeration; Source Code Analysis; File Upload Bypass; Reverse Shell; TTY Shell Upgrade; SUID Exploitation; Credential Extraction; Hash Cracking; Network Pivoting; Database Exploitation (MySQL); SSH Access; Docker Exploitation; Privilege Escalation,5-6 hours,5.5,14,"Web + Network + System + Database Exploitation (HTTP, SSH, MySQL, Docker)"
131,Web Developer 1,VulnHub,0,Linux,Web Server + WordPress + SSH,Hard,3,Web Exploitation,Web Exploitation + Packet Analysis + Plugin Exploitation + Privilege Escalation,Directory Enumeration → Packet Capture Analysis (Wireshark) → Credential Extraction → CMS Login (WordPress) → Plugin Exploitation (ReFlex Gallery RCE) → Reverse Shell → Credential Extraction (wp-config.php) → SSH Login → Sudo Misconfiguration (tcpdump abuse) → Command Execution → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; Packet Analysis; Credential Extraction; WordPress Exploitation; Plugin Exploitation; Remote Code Execution; Reverse Shell; Config Analysis; SSH Access; Sudo Abuse; Command Execution; Privilege Escalation,Web Enumeration; Packet Analysis; Credential Extraction; WordPress Exploitation; Plugin Exploitation (ReFlex Gallery); Remote Code Execution; Reverse Shell; Config Analysis; SSH Access; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + System + CMS Exploitation (HTTP, SSH, WordPress)"
132,SP ike,VulnHub,0,Linux,Web Server + SMB + IRC + SSH,Hard,3,Network Exploitation,Network Exploitation + IRC Interaction + Remote Code Execution + Privilege Escalation,Service Enumeration → IRC Connection (HexChat) → Bot Interaction → Remote Code Execution (PHP execution via IRC bot) → Reverse Shell → TTY Upgrade → Sudo Misconfiguration (nmap NSE script abuse) → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Privilege Escalation → Collection,Enumeration; Service Enumeration; IRC Interaction; Bot Exploitation; Remote Code Execution; Reverse Shell; TTY Shell Upgrade; Sudo Abuse; Nmap Scripting; Privilege Escalation,Network Enumeration; IRC Interaction; Bot Exploitation; Remote Code Execution; Reverse Shell; TTY Shell Upgrade; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,9,"Web + Network + System Exploitation (HTTP, IRC, SMB)"
133,DC-6,VulnHub,0,Linux,Web Server + WordPress + SSH,Hard,3,Web Exploitation,Web Exploitation + Credential Attack + Plugin Exploitation + Privilege Escalation,WordPress Enumeration (WPScan) → Username Enumeration → Password Bruteforce (custom wordlist) → CMS Login → Plugin Exploitation (Active Monitor CSRF + XSS → RCE) → Reverse Shell → Credential Extraction (user files) → SSH Login → Sudo Misconfiguration (script execution as another user) → Privilege Escalation (nmap NSE abuse) → Root Access,Recon → Initial Access → Credential Access → Execution → Lateral Movement → Privilege Escalation → Collection,Enumeration; WordPress Exploitation; User Enumeration; Password Brute Force; WordPress Enumeration; CSRF; XSS; Remote Code Execution; Reverse Shell; Credential Extraction; SSH Access; Sudo Abuse; Nmap Scripting; Privilege Escalation,Web Enumeration; Username Enumeration; Password Bruteforce; WordPress Exploitation; Plugin Exploitation (CSRF + XSS); Remote Code Execution; Reverse Shell; Credential Extraction; SSH Access; Sudo Exploitation; Nmap Scripting; Privilege Escalation,3-4 hours,3.5,11,"Web + System + CMS Exploitation (HTTP, SSH, WordPress)"
134,DC-4,VulnHub,0,Linux,Web Server + SSH + Mail Services,Medium,2,Web Exploitation,Web Exploitation + Credential Bruteforce + Command Injection + Privilege Escalation,HTTP Login Bruteforce (BurpSuite) → Web Command Injection → File Enumeration → Credential Discovery (backup files) → SSH Bruteforce (Hydra) → SSH Login → Mail Enumeration (/var/mail) → Credential Extraction → User Switching → Sudo Misconfiguration (custom editor abuse) → Privilege Escalation (add root user) → Root Access,Recon → Initial Access → Credential Access → Execution → Lateral Movement → Privilege Escalation → Collection,Enumeration; Brute Force; Burp Suite; Command Injection; File Enumeration; Credential Extraction; SSH Access; Mail Enumeration; User Switching; Sudo Abuse; Privilege Escalation,Web Enumeration; Brute Force; Command Injection; Credential Discovery; SSH Brute Force; Mail Enumeration; Credential Extraction; User Switching; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,10,"Web + System + Mail Exploitation (HTTP, SSH)"
135,Development,VulnHub,0,Linux,Web Server + SMB + SSH,Medium,2,Web Exploitation,Web Exploitation + Remote File Inclusion + Credential Extraction + Privilege Escalation,Directory Enumeration → Source Code Analysis → Hidden Page Discovery → Authentication Bypass → Remote File Inclusion (RFI exploit) → Credential Extraction (hash dump) → Password Cracking → SSH Login → Restricted Shell Escape → Sudo Misconfiguration (editor access) → Privilege Escalation (add root user) → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; Source Code Analysis; File Discovery; Authentication Bypass; Remote File Inclusion; Credential Extraction; Password Cracking; SSH Access; Shell Escape; Sudo Abuse; Privilege Escalation,Web Enumeration; Source Code Analysis; Hidden File Discovery; Authentication Bypass; Remote File Inclusion; Credential Extraction; Password Cracking; SSH Access; Restricted Shell Escape; Sudo Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + Network + System Exploitation (HTTP, SMB, SSH)"
136,Silky-CTF 0x01,VulnHub,0,Linux,Web Server + SSH,Medium,2,Web Exploitation,Web Exploitation + Credential Generation + Bruteforce + Privilege Escalation,Directory Enumeration (robots.txt) → Source Code Analysis (script.js) → Password Pattern Discovery → Dictionary Generation (Crunch) → SSH Bruteforce (Hydra) → SSH Login → SUID Enumeration → PATH Variable Abuse → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Directory Bruteforce; Source Code Analysis; Wordlist Generation; Brute Force; SSH Access; SUID Enumeration; PATH Hijacking; Privilege Escalation,Web Enumeration; Source Code Analysis; Password Pattern Discovery; Wordlist Generation; SSH Brute Force; SSH Access; SUID Enumeration; PATH Hijacking; Privilege Escalation,2-3 hours,2.5,9,"Web + System Exploitation (HTTP, SSH)"
137,Bravery,VulnHub,0,Linux,Web Server + NFS + SMB + SSH,Hard,3,Network Exploitation,Network Exploitation + File Share Enumeration + CMS Exploitation + Privilege Escalation,NFS Enumeration → NFS Mount → File Enumeration → Credential Discovery → SMB Enumeration (enum4linux) → SMB Access → File Extraction → CMS Discovery → Remote File Inclusion (RFI) → Reverse Shell → SUID Exploitation (cp abuse) → Privilege Escalation → Root Access,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; NFS Enumeration; NFS Access; File Enumeration; Credential Extraction; SMB Enumeration; SMB Access; File Extraction; CMS Enumeration; Remote File Inclusion; Reverse Shell; SUID Abuse; Privilege Escalation,Network Enumeration; NFS Enumeration; File Enumeration; Credential Discovery; SMB Enumeration; SMB Access; CMS Discovery; Remote File Inclusion; Reverse Shell; SUID Exploitation; Privilege Escalation,4-5 hours,4.5,13,"Web + Network + System Exploitation (HTTP, NFS, SMB, SSH)"
138,DC-5,VulnHub,0,Linux,Web Server + Nginx + System Services,Hard,3,Web Exploitation,Web Exploitation + File Inclusion + Log Poisoning + Privilege Escalation,Form Interaction → Local Local File Inclusion (LFI) → Log File Discovery (nginx access logs) → Log Poisoning (PHP injection) → Command Execution → Reverse Shell → TTY Upgrade → SUID Enumeration → Kernel Exploit (screen-4.5.0) → Privilege Escalation → Root Access,Recon → Initial Access → Execution → Privilege Escalation → Collection,Enumeration; Form Interaction; Local File Inclusion; Log Analysis; Log Poisoning; Command Execution; Reverse Shell; TTY Shell Upgrade; SUID Enumeration; Kernel Exploitation; Privilege Escalation,Web Enumeration; Local File Inclusion; Log Analysis; Log Poisoning; Command Execution; Reverse Shell; TTY Shell Upgrade; SUID Enumeration; Kernel Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + System Exploitation (HTTP, Nginx)"
