Machine_ID,Machine_Name,Platform,Platform_ID,OS,OS_Detail,Difficulty,Difficulty_Numeric,Attack_Category,Attack_Category_Detail,Vulnerability_Type,Kill_Chain_Stages,Skills_Required,Learning_Objectives,Estimated_Time,Estimated_Time_Hours,Attack_Path_Length,Entry_Point
128,Casino Royale 1,VulnHub,0,Linux,Web Server + FTP + Mail + SSH + Database,Hard,3,Web Exploitation,Web Exploitation + SQL Injection + XXE + Credential Chain + Privilege Escalation,Web Enumeration → SQL Injection → Database Enumeration → CSRF Exploitation → Log File Injection → XML External Entity → File Upload Exploitation → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Privilege Escalation,Enumeration; SQL Injection; CSRF; Log File Injection; XXE Injection; File Upload; SUID Exploitation; Privilege Escalation,Web Enumeration; SQL Injection; Database Enumeration; CSRF Exploitation; Log File Injection; XML External Entity; File Upload Exploitation; SUID Exploitation; Privilege Escalation,4+ hours,4.5,9,SQL Injection (pokeradmin login form) + XML External Entity injection
129,unknowndevice64 1,VulnHub,0,Linux,Web Server + SSH,Medium,2,Network Exploitation,Web Exploitation + Steganography + Credential Extraction + Privilege Escalation,Web Enumeration → Source Code Disclosure → Steganography Extraction → Encoding/Decoding → SSH Access → Restricted Shell Escape → Sudo Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Source Code Disclosure; Steganography Extraction; Encoding/Decoding; SSH Access; Restricted Shell Escape; Sudo Exploitation; Privilege Escalation,Web Enumeration; Source Code Disclosure; Steganography Extraction; Encoding/Decoding; SSH Access; Restricted Shell Escape; Sudo Exploitation; Privilege Escalation,1-2 hours,1.5,8,Source Code Disclosure (key_is_h1dd3n.jpg hint) + Steganography + Brainfuck decoding
130,HackInOS 1,VulnHub,0,Linux,Web Server + Docker + SSH + Database Network,Hard,3,Web Exploitation,Web Exploitation + File Upload Bypass + Pivoting + Credential Chain + Privilege Escalation,Web Enumeration → Source Code Disclosure → File Upload Exploitation → Reverse Shell → Network Pivoting → Database Enumeration → Credential Extraction → SSH Access → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Execution → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Source Code Disclosure; File Upload; Reverse Shell; Network Pivoting; Database Enumeration; SSH Access; SUID Exploitation; Privilege Escalation,Web Enumeration; Source Code Disclosure; File Upload Exploitation; Reverse Shell; Network Pivoting; Database Enumeration; Credential Extraction; SSH Access; SUID Exploitation; Privilege Escalation,2-3 hours,2.5,10,File Upload via upload.php (source code from GitHub reveals upload bypass)
131,Web Developer 1,VulnHub,0,Linux,Web Server + WordPress + SSH,Hard,3,Web Exploitation,Web Exploitation + Packet Analysis + Plugin Exploitation + Privilege Escalation,Web Enumeration → Packet Analysis → Credential Extraction → WordPress Admin Access → Plugin Exploitation → Reverse Shell → Source Code Disclosure → SSH Access → Sudo Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Execution → Lateral Movement → Privilege Escalation,Enumeration; Packet Analysis; CMS Exploitation; Plugin Exploitation; Reverse Shell; Source Code Disclosure; SSH Access; Sudo Exploitation; Privilege Escalation,Web Enumeration; Packet Analysis; Credential Extraction; CMS Exploitation; Plugin Exploitation; Reverse Shell; Source Code Disclosure; SSH Access; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,10,Packet Capture Analysis (.cap file in /ipdata directory reveals WordPress credentials)
132,SP ike,VulnHub,0,Linux,Web Server + SMB + IRC + SSH,Hard,3,Network Exploitation,Network Exploitation + IRC Interaction + Remote Code Execution + Privilege Escalation,Network Enumeration → Service Exploitation → Remote Code Execution → Reverse Shell → SUID Exploitation → Hash Cracking → Privilege Escalation,Recon → Exploitation → Execution → Privilege Escalation,Enumeration; Service Exploitation; Remote Code Execution; Reverse Shell; SUID Exploitation; Hash Cracking; Privilege Escalation,Network Enumeration; Service Exploitation; Remote Code Execution; Reverse Shell; SUID Exploitation; Hash Cracking; Privilege Escalation,2-3 hours,2.5,7,IRC phpbot command execution (port 6667 - PHP commands via IRC bot)
133,DC-6,VulnHub,0,Linux,Web Server + WordPress + SSH,Hard,3,Web Exploitation,Web Exploitation + Credential Attack + Plugin Exploitation + Privilege Escalation,Web Enumeration → WordPress Enumeration → Wordlist Generation → CMS Exploitation → Plugin Exploitation → Remote Code Execution → Sudo Exploitation → Privilege Escalation,Recon → Enumeration → Exploitation → Execution → Privilege Escalation,Enumeration; WordPress Enumeration; Wordlist Generation; CMS Exploitation; Plugin Exploitation; Remote Code Execution; Sudo Exploitation; Privilege Escalation,Web Enumeration; WordPress Enumeration; Wordlist Generation; CMS Exploitation; Plugin Exploitation; Remote Code Execution; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,8,WordPress password brute force (filtered rockyou wordlist - author hint)
134,DC-4,VulnHub,0,Linux,Web Server + SSH + Mail Services,Medium,2,Web Exploitation,Web Exploitation + Credential Bruteforce + Command Injection + Privilege Escalation,Web Enumeration → Brute Force → Authentication Bypass → Command Injection → Reverse Shell → Credential Extraction → SSH Access → Passwd File Manipulation → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Brute Force; Authentication Bypass; Command Injection; Reverse Shell; Credential Extraction; SSH Access; Passwd File Manipulation; Privilege Escalation,Web Enumeration; Brute Force; Authentication Bypass; Command Injection; Reverse Shell; Credential Extraction; SSH Access; Passwd File Manipulation; Privilege Escalation,1-2 hours,1.5,9,HTTP login brute force (BurpSuite) → Command Injection via admin panel
135,Development,VulnHub,0,Linux,Web Server + SMB + SSH,Medium,2,Network Exploitation,Web Exploitation + Remote File Inclusion + Credential Extraction + Privilege Escalation,Web Enumeration → Source Code Disclosure → Remote File Inclusion → SSH Access → Sudo Exploitation → Privilege Escalation,Recon → Exploitation → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Source Code Disclosure; Remote File Inclusion; SSH Access; Sudo Exploitation; Privilege Escalation,Web Enumeration; Source Code Disclosure; Remote File Inclusion; SSH Access; Sudo Exploitation; Privilege Escalation,1-2 hours,1.5,6,Remote File Inclusion (developmentsecretpage/patrick.php file parameter)
136,Silky-CTF 0x01,VulnHub,0,Linux,Web Server + SSH,Medium,2,Web Exploitation,Web Exploitation + Credential Generation + Bruteforce + Privilege Escalation,Directory Enumeration (robots.txt) → Source Code Analysis (script.js) → Password Pattern Discovery → Dictionary Generation (Crunch) → SSH Bruteforce (Hydra) → SSH Access → SUID Exploitation → PATH Variable Abuse → Privilege Escalation,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Web Enumeration; Source Code Disclosure; Wordlist Generation; Brute Force; SSH Access; SUID Enumeration; PATH Hijacking; Privilege Escalation,Web Enumeration; Source Code Disclosure; Password Pattern Discovery; Wordlist Generation; Brute Force; SSH Access; SUID Exploitation; PATH Hijacking; Privilege Escalation,2-3 hours,2.5,9,"Web + System Exploitation (HTTP, SSH)"
137,Bravery,VulnHub,0,Linux,Web Server + NFS + SMB + SSH,Hard,3,Network Exploitation,Network Exploitation + File Share Enumeration + CMS Exploitation + Privilege Escalation,Network Enumeration → Credential Extraction → Remote File Inclusion → Reverse Shell → SUID Exploitation → Hash Cracking → Privilege Escalation,Recon → Enumeration → Exploitation → Execution → Privilege Escalation,Enumeration; NFS Exploitation; Network Enumeration; Remote File Inclusion; Reverse Shell; SUID Exploitation; Hash Cracking; Privilege Escalation,Network Enumeration; Credential Extraction; Remote File Inclusion; Reverse Shell; SUID Exploitation; Hash Cracking; Privilege Escalation,2-3 hours,2.5,8,NFS share enumeration (password in /var/nfsshare) + SMB → Cuppa CMS RFI
138,DC-5,VulnHub,0,Linux,Web Server + Nginx + System Services,Hard,3,Web Exploitation,Web Exploitation + File Inclusion + Log Poisoning + Privilege Escalation,Web Enumeration → Local File Inclusion → Log File Injection → Remote Code Execution → Reverse Shell → SUID Exploitation → Privilege Escalation,Recon → Exploitation → Execution → Privilege Escalation,Enumeration; Local File Inclusion; Log File Injection; BurpSuite; Remote Code Execution; SUID Exploitation; Privilege Escalation,Web Enumeration; Local File Inclusion; Log File Injection; Remote Code Execution; Reverse Shell; SUID Exploitation; Privilege Escalation,2-3 hours,2.5,7,Local File Inclusion (thankyou.php - random copyright year indicates LFI)
139,Happycorp 1,VulnHub,0,Linux,Web Server + NFS + SSH,Hard,3,Network Exploitation,Network Exploitation + NFS Access + SSH Key Abuse + Privilege Escalation,Network Enumeration → NFS Mount (/home share) → File Enumeration (.ssh directory) → Private Key Extraction → SSH Key Cracking (John the Ripper - passphrase) → SSH Access → Restricted Shell (rbash) → Shell Escape → SUID Exploitation → Privilege Escalation,Recon → Initial Access → Credential Access → Execution → Privilege Escalation → Collection,Enumeration; Network Enumeration; NFS Access; File Enumeration; SSH Key Extraction; SSH Key Cracking; SSH Access; Restricted Shell Escape; Shell Escape; SUID Enumeration; SUID Abuse; Privilege Escalation,Network Enumeration; NFS Exploitation; SSH Key Extraction; Archive Cracking; SSH Access; Restricted Shell Escape; SUID Exploitation; Privilege Escalation,3-4 hours,3.5,11,"Web + Network + System Exploitation (HTTP, NFS, SSH)"
140,Symfonos 1,VulnHub,0,Linux,Web Server + SMB + SSH,Medium,2,Network Exploitation,Network Exploitation + SMB Enumeration + Credential Extraction + Privilege Escalation,Network Enumeration → SMB Anonymous Access → Credential Extraction → WordPress Enumeration → Local File Inclusion → Log File Injection → Remote Code Execution → PATH Hijacking → Privilege Escalation,Recon → Enumeration → Exploitation → Execution → Privilege Escalation,Enumeration; Network Enumeration; WordPress Enumeration; Local File Inclusion; SMTP Log Poisoning; Remote Code Execution; PATH Hijacking; Privilege Escalation,Network Enumeration; Credential Extraction; WordPress Enumeration; Local File Inclusion; Log File Injection; Remote Code Execution; PATH Hijacking; Privilege Escalation,2-3 hours,2.5,9,SMB Anonymous Access → WordPress Plugin LFI (mail-masta CVE-2015-8351) + SMTP Log Poisoning
141,PumpkinRaising,VulnHub,0,Linux,Web Server + SSH,Easy,1,Web Exploitation,Web Exploitation + Credential Discovery + Privilege Escalation,Web Enumeration → Hidden File Discovery → Credential Discovery → SSH Access → System Enumeration → Sudo Misconfiguration (strace execution as root) → Command Execution via strace → Privilege Escalation,Recon → Initial Access → Execution → Privilege Escalation → Collection,Enumeration; File Discovery; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Strace Exploitation; Command Execution; Privilege Escalation,Web Enumeration; Hidden File Discovery; Credential Extraction; SSH Access; System Enumeration; Sudo Exploitation; Command Execution; Privilege Escalation,1-2 hours,1.5,6,"Web + System Exploitation (HTTP, SSH)"
142,Matrix 3,VulnHub,0,Linux,Web Server + SSH + Binary Analysis,Hard,3,Network Exploitation,Web Exploitation + Binary Analysis + Credential Extraction + Privilege Escalation,Web Enumeration → Hidden File Discovery → Source Code Disclosure → SSH Access → Sudo Exploitation → Privilege Escalation,Recon → Enumeration → Exploitation → Credential Access → Privilege Escalation,Enumeration; Hidden File Discovery; Reverse Engineering; SSH Access; Sudo Exploitation; Privilege Escalation,Web Enumeration; Hidden File Discovery; Source Code Disclosure; SSH Access; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,6,Hidden directory path (image filename hint → /Matrix/n/e/o/64 directory combination)
143,Symfonos 2,VulnHub,0,Linux,Web Server + FTP + SMB + SSH + LibreNMS,Hard,3,Network Exploitation,Network Exploitation + SMB Enumeration + Port Forwarding + Web Application Exploitation + Privilege Escalation,Network Enumeration → SMB Anonymous Access → Credential Extraction → Brute Force → SSH Access → Network Pivoting → Service Exploitation → Remote Code Execution → Sudo Exploitation → Privilege Escalation,Recon → Enumeration → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Network Enumeration; Brute Force; SSH Access; SSH Port Forwarding; Service Exploitation; Sudo Exploitation; Privilege Escalation,Network Enumeration; Credential Extraction; Brute Force; SSH Access; Network Pivoting; Service Exploitation; Remote Code Execution; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,10,SMB Anonymous Access (log.txt reveals username aeolus) + SSH brute force
144,Beast 2,VulnHub,0,Linux,SSH Services + Packet Analysis,Medium,2,Network Exploitation,Network Exploitation + Packet Analysis + Privilege Escalation,Network Enumeration → Packet Analysis → Credential Extraction → SSH Access → SUID Exploitation → Privilege Escalation,Recon → Enumeration → Credential Access → Lateral Movement → Privilege Escalation,Enumeration; Packet Analysis; SSH Access; SUID Exploitation; Privilege Escalation,Network Enumeration; Packet Analysis; Credential Extraction; SSH Access; SUID Exploitation; Privilege Escalation,1-2 hours,1.5,6,Packet Analysis (Wireshark UDP stream reveals SSH credentials)
145,Digitalworld.local JOY,VulnHub,0,Linux,FTP + Web Server + System Services,Hard,3,Network Exploitation,Network Exploitation + FTP Abuse + Service Exploitation + Privilege Escalation,FTP Anonymous Access → Service Exploitation → Remote Code Execution → Credential Extraction → Sudo Exploitation → Privilege Escalation,Recon → Exploitation → Execution → Credential Access → Privilege Escalation,Enumeration; FTP Anonymous Access; Service Exploitation; Metasploit; Credential Extraction; Sudo Exploitation; Privilege Escalation,Network Enumeration; Service Exploitation; Remote Code Execution; Credential Extraction; Sudo Exploitation; Privilege Escalation,2-3 hours,2.5,6,FTP Anonymous Access + ProFTPd mod_copy exploit (SITE CPFR/CPTO)
